Time[UTC+0.0],lev[m],hs[m],hx[m],tp[s],tm01[s],tm02[s],dp[deg],dpm[deg],hs_sw1[m],hs_sw8[m],tp_sw1[s],tp_sw8[s],dpm_sw8[deg],dpm_sw1[deg],hs_sea8[m],hs_sea[m],tp_sea8[s],tp_sea[s],tm_sea[s],dpm_sea8[deg],dpm_sea[deg],hs_ig[m],hs_fig[m],wsp[kts],gst[kts],wd[deg],wsp100[kts],wsp50[kts],wsp80[kts],precip[mm/hr],tmp[C],rh[%],vis[km],cld[%],cb[m],csp0[kts],cd0[deg],ss[m],sst[C]
15/02/2014 17:00,0,1.3,2.5,12.7,6.9,5.7,0,240,1.3,1,12.7,12.7,240,240,0.9,0,0,0,0,0,0,0,0,7,8,299,7,7,7,0,17,84,8.2,0,0,0.1,111,-0.05,17.5
15/02/2014 18:00,0,1.3,2.4,12.7,7.1,5.9,0,240,1.3,1,12.8,12.7,240,242,0.8,0,0,0,0,0,0,0,0,5,6,308,5,5,5,0,16.8,76,10.4,0,0,0.1,113,-0.05,17.5
15/02/2014 19:00,0,1.3,2.4,12.8,7.2,5.9,0,243,1.3,1,12.8,12.8,243,242,0.8,0,0,0,0,0,0,0,0,5,5,312,5,5,5,0,16.7,79,9.5,0,0,0.2,110,0,17.5
15/02/2014 20:00,0,1.3,2.4,12.9,7.3,5.9,0,243,1.3,1,13,12.9,243,242,0.8,0,0,0,0,0,0,0,0,4,5,317,4,4,4,0,16.8,78,9.7,32,0,0.2,107,0.04,17.5
15/02/2014 21:00,0,1.3,2.4,13.1,7.5,6.1,0,242,1.3,1.1,13.1,13.1,242,242,0.8,0,0,0,0,0,0,0,0,3,4,328,4,4,4,0,16.8,78,9.7,0,0,0.3,104,0.08,17.6
15/02/2014 22:00,0,1.3,2.5,13.7,7.8,6.3,0,243,1.3,1.1,13.7,13.7,243,242,0.8,0,0,0,0,0,0,0,0,3,3,338,3,3,3,0,16.9,78,9.9,0,0,0.3,100,0.13,17.8
15/02/2014 23:00,0,1.3,2.5,14.5,8.1,6.6,0,245,1.3,1.1,14.5,14.5,245,245,0.7,0,0,0,0,0,0,0,0,2,2,14,2,2,2,0,16.9,78,9.9,0,0,0.4,93,0.12,18
16/02/2014 0:00,0,1.3,2.5,14.9,8.6,7.2,0,245,1.3,1.2,14.9,14.9,245,245,0.7,0,0,0,0,0,0,0,0,2,2,48,2,2,2,0,16.9,78,9.9,0,0,0.4,85,0.08,18.3
16/02/2014 1:00,0,1.4,2.6,14.9,8.9,7.4,0,245,1.4,1.2,14.9,14.9,245,245,0.7,0,0,0,0,0,0,0,0,3,4,68,3,3,3,0,17,79,9.6,0,0,0.5,76,0.03,18.8
16/02/2014 2:00,0,1.4,2.6,14.9,9.1,7.6,0,245,1.4,1.2,15,14.9,245,245,0.7,0,0,0,0,0,0,0,0,2,2,68,2,2,2,0,17.1,79,9.5,0,0,0.5,66,-0.03,19.1
16/02/2014 3:00,0,1.4,2.7,15,9.5,7.9,0,245,1.4,1.3,15,15,245,245,0.7,0,0,0,0,0,0,0,0,1,1,136,1,1,1,0,17.1,79,9.4,0,0,0.5,54,-0.07,19.4
16/02/2014 4:00,0,1.5,2.7,15,9.7,8.1,0,245,1.5,1.3,15,15,245,245,0.6,0,0,0,0,0,0,0,0,2,2,235,2,2,2,0,17.2,79,9.3,0,0,0.5,42,-0.09,19.6
16/02/2014 5:00,0,1.5,2.8,14.9,10,8.4,0,245,1.5,1.3,14.9,14.9,245,245,0.6,0,0,0,0,0,0,0,0,4,4,243,4,4,4,0,17.3,79,9.4,0,0,0.5,30,-0.08,19.7
16/02/2014 6:00,0,1.5,2.8,14.9,10.4,9.1,0,245,1.5,1.4,14.9,14.9,245,245,0.6,0,0,0,0,0,0,0,0,3,4,215,4,4,4,0,17.3,79,9.4,0,0,0.4,19,-0.06,19.5
16/02/2014 7:00,0,1.5,2.9,14.9,10.6,9.2,0,245,1.5,1.4,14.9,14.9,245,245,0.6,0.1,0,1.9,0,0,261,0,0,5,6,209,6,6,6,0,17.4,79,9.4,0,0,0.4,7,-0.02,19.2
16/02/2014 8:00,0,1.6,2.9,14.8,10.8,9.4,0,245,1.6,1.4,14.8,14.8,245,245,0.6,0,0,0,0,0,0,0,0,6,7,202,7,7,7,0,17.5,80,9.3,0,0,0.4,354,-0.01,18.9
16/02/2014 9:00,0,1.6,2.9,14.7,10.9,9.6,0,245,1.6,1.5,14.7,14.7,245,245,0.6,0.1,0,0,0,0,215,0,0,5,6,197,6,6,6,0,17.5,80,9.3,0,0,0.3,340,0.07,18.7
16/02/2014 10:00,0,1.6,3,14.7,11,9.7,0,245,1.6,1.5,14.7,14.7,245,245,0.6,0.1,0,0,0,0,225,0,0,4,5,174,4,4,4,0,17.7,79,9.5,5,0,0.3,322,0.11,18.6
16/02/2014 11:00,0,1.6,3,14.6,11.1,9.8,0,245,1.6,1.5,14.6,14.6,245,245,0.6,0,0,0,0,0,0,0,0,6,7,121,7,7,7,0,17.8,80,9.2,0,0,0.2,300,0.1,18.4
16/02/2014 12:00,0,1.6,3,14.5,11.4,10.4,0,245,1.6,1.5,14.5,14.5,245,245,0.5,0,0,0,0,0,0,0,0,5,6,97,5,5,5,0,17.9,81,9,13,1811,0.2,272,0.1,18.4
16/02/2014 13:00,0,1.6,3,14.3,11.4,10.5,0,242,1.6,1.5,14.3,14.3,242,242,0.5,0,0,0,0,0,0,0,0,4,5,88,4,4,4,0,18,80,9.1,39,1812,0.2,240,0.01,18.3
16/02/2014 14:00,0,1.6,3.1,14.2,11.4,10.5,0,242,1.6,1.6,14.2,14.2,242,242,0.5,0,0,0,0,0,0,0,0,6,7,76,7,7,7,0,18.1,82,8.8,0,0,0.2,212,0.01,18.2
16/02/2014 15:00,0,1.7,3.1,14,11.4,10.6,0,242,1.7,1.6,14,14,242,242,0.5,0,0,0,0,0,0,0,0,11,13,66,12,12,12,0,18.1,84,8.2,0,0,0.2,195,-0.06,18.1
16/02/2014 16:00,0,1.7,3.1,13.9,11.4,10.6,0,242,1.7,1.6,13.9,13.9,242,242,0.5,0,0,0,0,0,0,0,0,12,15,58,14,14,14,0,18.3,86,7.7,0,0,0.2,181,-0.08,18
16/02/2014 17:00,0,1.7,3.1,13.8,11.4,10.5,0,242,1.7,1.6,13.8,13.8,242,242,0.5,0,0,0,0,0,0,0,0,12,15,33,14,13,14,0,18.5,82,8.7,0,0,0.3,165,-0.05,17.9
16/02/2014 18:00,0,1.6,3.1,13.7,11.4,10.6,0,242,1.6,1.6,13.7,13.7,242,242,0.5,0,0,0,0,0,0,0,0,13,16,19,15,15,15,0,18.3,84,8.2,0,0,0.3,152,-0.05,17.8
16/02/2014 19:00,0,1.6,3,13.6,11.3,10.6,0,242,1.6,1.6,13.6,13.6,242,242,0.5,0,0,0,0,0,0,0,0,15,18,15,17,16,17,0,18.3,85,7.8,0,0,0.3,141,-0.01,17.8
16/02/2014 20:00,0,1.6,3,13.6,11.3,10.6,0,242,1.6,1.5,13.6,13.6,242,242,0.5,0,0,0,0,0,0,0,0,15,18,14,17,16,16,0,18.1,86,7.5,0,0,0.3,132,0.02,17.8
16/02/2014 21:00,0,1.6,3,13.5,11.3,10.5,0,242,1.6,1.5,13.5,13.5,242,242,0.5,0,0,0,0,0,0,0,0,14,17,11,16,16,16,0,18.1,88,7.2,0,0,0.4,127,0.09,17.8
16/02/2014 22:00,0,1.6,3,13.4,11.2,10.5,0,243,1.6,1.5,13.4,13.4,243,243,0.5,0,0,0,0,0,0,0,0,15,18,11,16,16,16,0,18,89,7,0,0,0.4,122,0.13,17.9
16/02/2014 23:00,0,1.6,2.9,13.4,11.1,10.4,0,243,1.6,1.5,13.4,13.4,243,243,0.5,0,0,0,0,0,0,0,0,14,17,11,16,16,16,0,18.1,88,7.2,0,0,0.4,120,0.14,18
17/02/2014 0:00,0,1.6,2.9,13.4,11.1,10.4,0,243,1.6,1.5,13.4,13.4,243,243,0.5,0,0,0,0,0,0,0,0,14,18,11,16,16,16,0,18.1,87,7.3,0,0,0.4,117,0.12,18.1
17/02/2014 1:00,0,1.5,2.9,13.3,11,10.3,0,243,1.5,1.5,13.3,13.3,243,243,0.5,0,0,1.9,0,0,305,0,0,14,17,359,16,16,16,0,18.2,87,7.3,0,0,0.4,115,0.05,18.2
17/02/2014 2:00,0,1.5,2.8,13.2,10.9,10.2,0,243,1.5,1.4,13.2,13.2,243,243,0.5,0,0,1.9,0,0,310,0,0,12,15,347,14,13,13,0,18.2,88,7.1,0,0,0.4,111,0.03,18.2
17/02/2014 3:00,0,1.5,2.8,13.2,10.8,10,0,243,1.5,1.4,13.2,13.2,243,243,0.5,0,0,1.9,0,0,310,0,0,12,15,348,14,13,14,0,18.3,89,7,0,0,0.4,106,-0.04,18.2
17/02/2014 4:00,0,1.5,2.8,13.1,10.5,9.4,0,243,1.5,1.4,13.1,13.1,243,243,0.5,0.1,0,2.5,0,0,293,0,0,12,14,341,16,14,15,0,18.5,88,7.2,41,0,0.4,100,-0.07,18.2
17/02/2014 5:00,0,1.5,2.7,13.1,10,8.6,0,244,1.5,1.4,13.1,13.1,244,244,0.5,0.2,0,2.5,0,0,296,0,0,11,14,337,16,13,15,0,18.7,87,7.4,27,10157,0.4,94,-0.05,18.2
17/02/2014 6:00,0,1.5,2.7,13,9.3,7.7,0,244,1.4,1.3,13,13,244,244,0.6,0.3,0,2.6,0,0,294,0,0,12,15,340,15,14,15,0,19.1,84,8,25,0,0.4,85,-0.08,18.2
17/02/2014 7:00,0,1.4,2.7,12.9,8.9,7.2,0,244,1.4,1.3,12.9,12.9,244,244,0.6,0.4,0,2.7,0,0,296,0,0,9,11,328,11,10,11,0,18.9,87,7.4,0,0,0.4,74,-0.04,18.1
17/02/2014 8:00,0,1.4,2.7,12.8,8.6,6.9,0,245,1.4,1.3,12.8,12.8,245,245,0.6,0.4,0,2.7,0,0,298,0,0,6,7,350,7,7,7,0,18.8,89,7,0,0,0.3,61,0,18.1
17/02/2014 9:00,0,1.4,2.6,12.7,8.4,6.7,0,244,1.4,1.3,12.7,12.7,244,244,0.6,0.4,0,2.8,0,0,301,0,0,7,9,40,9,8,8,0,18.7,91,6.5,0,0,0.3,48,0.08,18.1
17/02/2014 10:00,0,1.4,2.6,12.4,8.3,6.7,0,244,1.3,1.2,12.4,12.4,244,244,0.6,0.4,0,3,0,0,292,0,0,10,12,49,13,12,12,0,18.6,93,6.2,81,10494,0.2,36,0.12,18.1
17/02/2014 11:00,0,1.4,2.5,12.2,8.3,6.7,0,245,1.3,1.2,12.2,12.2,245,245,0.6,0.4,0,3.1,0,0,296,0,0,10,12,53,13,11,12,0,18.6,92,6.4,100,9691,0.1,12,0.15,18
17/02/2014 12:00,0,1.3,2.5,12.1,8.4,6.8,0,246,1.3,1.2,12.1,12.1,246,246,0.6,0.4,0,3.1,0,0,298,0,0,9,11,44,12,11,12,0,18.8,89,7,100,9891,0.1,327,0.13,18
17/02/2014 13:00,0,1.3,2.5,11.9,8.3,6.8,0,247,1.3,1.2,11.9,11.9,247,247,0.6,0.4,0,3,0,0,300,0,0,11,18,23,15,13,14,0,18.9,87,7.3,100,10004,0.1,253,0.07,18
17/02/2014 14:00,0,1.3,2.4,11.8,8.1,6.7,0,248,1.2,1.1,11.8,11.8,248,248,0.6,0.4,0,3,0,0,303,0,0,17,24,17,21,19,20,0,18.9,88,7.1,100,9626,0.2,203,0.02,18
17/02/2014 15:00,0,1.3,2.4,11.7,7.9,6.5,0,248,1.2,1.1,11.8,11.7,248,248,0.7,0.3,0,2.8,0,0,342,0,0,17,22,15,22,20,21,0,18.6,92,6.4,100,9446,0.3,183,-0.02,18
17/02/2014 16:00,0,1.3,2.4,11.6,7.3,5.9,0,250,1.2,1.1,11.6,11.6,250,249,0.7,0.4,0,3,0,0,339,0,0,18,22,14,21,20,20,0,18.4,93,6.1,100,9829,0.4,169,-0.03,18
17/02/2014 17:00,0,1.3,2.5,11.5,6.6,5.4,0,251,1.2,1.1,11.5,11.5,251,251,0.8,0.6,0,3.3,0,0,341,0,0,17,21,13,20,19,20,0,18.3,94,6,100,9989,0.4,158,-0.02,18
17/02/2014 18:00,0,1.4,2.5,11.5,6.2,5.1,0,251,1,1,11.8,11.5,251,249,0.9,0.7,0,3.6,0,0,349,0,0,17,21,10,19,19,19,0,18.4,93,6.1,96,9952,0.4,147,-0.01,17.9
17/02/2014 19:00,0,1.4,2.6,11.3,5.9,5,0,253,0.9,1,11.9,11.3,253,247,1,0.7,0,3.8,0,0,350,0,0,16,20,7,19,18,19,0,18.4,93,6.1,100,10017,0.5,138,0.01,17.9
17/02/2014 20:00,0,1.4,2.6,11.1,5.7,4.9,0,261,0.9,1,11.7,11.1,261,247,1,0.8,0,4,0,0,356,0,0,17,21,5,20,19,19,0,18.4,93,6.1,100,9869,0.5,131,0.01,17.9
17/02/2014 21:00,0,1.4,2.7,11.3,5.7,4.9,0,255,0.8,1,9.3,11.3,255,281,1.1,0.8,0,4.3,0,0,357,0,0,18,22,5,21,20,21,0,18.3,93,6.1,88,11405,0.5,124,0.08,17.9
17/02/2014 22:00,0,1.4,2.7,11.2,5.7,4.9,0,265,0.9,0.9,9.3,11.2,265,281,1.1,0.8,0,4.4,0,0,357,0,0,18,22,7,21,20,20,0,18.4,92,6.3,87,10051,0.5,119,0.12,17.9
17/02/2014 23:00,0,1.4,2.7,11,5.6,4.9,0,266,0.9,0.9,10.3,11,266,279,1.1,0.8,0,4.5,0,0,0,0,0,16,20,4,20,19,20,0,18.5,92,6.3,100,9803,0.5,113,0.14,18
18/02/2014 0:00,0,1.4,2.7,11.3,5.7,4.9,0,268,1,0.9,10.2,11.3,268,276,1.1,0.8,0,4.6,0,0,4,0,0,13,16,354,16,15,16,0,18.5,93,6.2,100,6327,0.6,108,0.14,18.1
18/02/2014 1:00,0,1.4,2.7,11.1,5.7,4.9,0,269,1,0.9,10.2,11.1,269,279,1.1,0.8,0,4.6,0,0,4,0,0,13,16,330,15,14,15,0,19,93,6.2,96,5253,0.6,102,0.1,18.2
18/02/2014 2:00,0,1.4,2.7,11.1,5.7,4.9,0,270,1,0.9,10.2,11.1,270,280,1.1,0.7,0,4.7,0,0,5,0,0,13,16,323,15,13,14,0,19,94,6,93,6668,0.6,96,0.05,18.3
18/02/2014 3:00,0,1.4,2.6,11.2,5.8,5,0,270,1,1,10.2,11.2,270,280,1.1,0.8,0,4.8,0,0,359,0,0,13,16,316,14,12,13,0,18.9,94,6,91,6084,0.6,89,0,18.3
18/02/2014 4:00,0,1.4,2.6,10.9,6,5.1,0,270,1,1,10,10.9,270,284,1,0.7,0,4.8,0,0,4,0,0,12,15,308,13,11,12,0,18.9,94,6,83,5955,0.5,80,-0.08,18.3
